instr.started,instr.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,instr2.started,instr2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cue,tar,corrAns,targOrientation
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,31.4504,31.9487,0.5,31.9487,32.9485,left,1,0.4825,,32.9486,33.9501,0,9,9,3,1,stim/blank.png,stim/congLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,33.9506,34.35,0.4,34.3501,35.3164,left,1,0.4358,,35.3164,36.3166,0,10,10,45,1,stim/both.png,stim/neutralRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,36.3174,36.7166,0.4,36.7166,37.9006,left,1,0.6477,,37.9007,38.8985,0,11,11,31,1,stim/blank.png,stim/incongRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,38.8991,39.4499,0.55,39.45,40.515,right,1,0.5363,,40.5151,41.5152,0,12,12,43,1,stim/blank.png,stim/neutralRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,41.5163,41.9659,0.45,41.9659,43.2,right,1,0.6993,,43.2001,44.1994,0,13,13,25,1,stim/both.png,stim/incongRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,44.2005,44.6481,0.45,44.6482,45.6658,left,1,0.5012,,45.6659,46.6651,0,14,14,1,1,stim/both.png,stim/congLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,46.666,47.2156,0.55,47.2157,48.2665,right,1,0.5153,,48.2666,49.2653,0,15,15,11,1,stim/blank.png,stim/congRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,49.266,49.7651,0.5,49.7652,50.7825,left,1,0.4822,,50.7825,51.7814,0,16,16,35,1,stim/blank.png,stim/neutralLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,51.7824,52.3326,0.55,52.3328,53.4319,right,1,0.5716,,53.432,54.4311,0,17,17,27,1,stim/blank.png,stim/incongRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,54.4319,54.8822,0.45,54.8823,55.9655,left,1,0.5482,,55.9657,56.9646,0,18,18,44,1,stim/lower.png,stim/neutralRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,56.9654,57.3644,0.4,57.3644,58.4145,right,1,0.5206,,58.4148,59.4147,0,19,19,40,1,stim/upper.png,stim/neutralRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,59.4156,59.8151,0.4,59.8152,60.948,right,1,0.5998,,60.9482,61.9483,0,20,20,7,1,stim/blank.png,stim/congLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,61.949,62.3484,0.4,62.3485,63.382,right,1,0.4993,,63.3821,64.3809,0,21,21,42,1,stim/centre.png,stim/neutralRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,64.3821,64.7807,0.4,64.781,65.7817,right,1,0.4675,,65.7817,66.7805,0,22,22,9,1,stim/both.png,stim/congRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,66.7815,67.2808,0.5,67.2809,68.2481,right,0,0.431,,68.2482,69.2475,0,23,23,18,1,stim/centre.png,stim/incongLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,69.2483,69.6469,0.4,69.6471,70.8978,right,1,0.7169,,70.898,71.8974,0,24,24,39,1,stim/blank.png,stim/neutralLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,71.8983,72.2978,0.4,72.2979,73.447,left,1,0.6229,,73.4471,74.447,0,25,25,46,1,stim/centre.png,stim/neutralRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,74.448,74.8479,0.4,74.8479,75.8973,left,1,0.5178,,75.8973,76.8971,0,26,26,47,1,stim/blank.png,stim/neutralRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,76.8977,77.3488,0.45,77.3488,78.6475,left,1,0.7649,,78.6476,79.6472,0,27,27,29,1,stim/both.png,stim/incongRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,79.648,80.0463,0.4,80.0464,81.114,right,1,0.5366,,81.1142,82.1142,0,28,28,5,1,stim/both.png,stim/congLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,82.1151,82.6627,0.55,82.6627,83.6966,right,1,0.5213,,83.6968,84.6966,0,29,29,4,1,stim/lower.png,stim/congLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,84.6974,85.2468,0.55,85.2469,86.3138,right,1,0.537,,86.3139,87.3135,0,30,30,10,1,stim/centre.png,stim/congRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,87.3148,87.8043,0.5,87.8043,88.8712,left,1,0.5334,,88.8714,89.864,0,31,31,32,1,stim/upper.png,stim/neutralLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,89.8646,90.3032,0.45,90.3032,91.3131,right,1,0.4835,,91.3132,92.32,0,32,32,38,1,stim/centre.png,stim/neutralLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,92.3206,92.8639,0.55,92.8641,93.9858,left,1,0.5994,,93.9858,94.9861,0,33,33,30,1,stim/centre.png,stim/incongRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,94.9868,95.4804,0.5,95.4804,96.57,left,1,0.5755,,96.57,97.5696,0,34,34,28,1,stim/lower.png,stim/incongRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,97.5704,98.1196,0.55,98.1197,99.1642,left,1,0.5089,,99.1642,100.1688,0,35,35,34,1,stim/centre.png,stim/neutralLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,100.1693,100.6131,0.45,100.6132,101.8146,left,1,0.6691,,101.8146,102.8179,0,36,36,19,1,stim/blank.png,stim/incongLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,102.8185,103.2176,0.4,103.2176,104.4472,right,1,0.7119,,104.4473,105.446,0,37,37,8,1,stim/upper.png,stim/congRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,105.4467,105.9518,0.5,105.9518,106.9202,left,0,0.4509,,106.9203,107.9125,0,38,38,20,1,stim/lower.png,stim/incongLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,107.9145,108.4634,0.55,108.4634,109.5866,right,1,0.584,,109.5868,110.5799,0,39,39,36,1,stim/lower.png,stim/neutralLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,110.5805,111.03,0.45,111.03,112.0353,right,1,0.4839,,112.0354,113.029,0,40,40,41,1,stim/both.png,stim/neutralRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,113.0299,113.5841,0.55,113.5843,114.6024,left,0,0.4837,,114.6024,115.602,0,41,41,22,1,stim/centre.png,stim/incongLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,115.6027,115.9962,0.4,115.9965,117.2019,right,1,0.6675,,117.2019,118.196,0,42,42,37,1,stim/both.png,stim/neutralLeft.png,right,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,118.1965,118.5856,0.4,118.5857,119.9696,left,1,0.8514,,119.9697,120.9625,0,43,43,2,1,stim/centre.png,stim/congLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,120.9633,121.4185,0.45,121.4186,122.769,right,1,0.8172,,122.769,123.7677,0,44,44,24,1,stim/upper.png,stim/incongRight.png,right,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,123.7683,124.3121,0.55,124.3122,125.5852,left,1,0.7347,,125.5853,126.5783,0,45,45,16,1,stim/upper.png,stim/incongLeft.png,left,0
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,126.5788,127.0849,0.5,127.0851,128.2356,left,1,0.6172,,128.2356,129.2286,0,46,46,12,1,stim/lower.png,stim/congRight.png,left,180
,,395570,001,2025-10-14_09h47.03.465,attention_network_task,2023.2.2,Win32,59.88023952,,,129.2292,129.6338,0.4,129.6339,131.0292,right,1,0.8779,,131.0293,132.0331,0,47,47,23,1,stim/blank.png,stim/incongLeft.png,right,180
